mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,150,150,(1;4;0),WS 2 (Port 1),25,135,135.0,30.0 + 40.0 + 30.0 + 10.0
2,0,return,150,150,WS 2 (Port 1),(1;0;1),165,245,245.0,30.0 + 20.0 + 30.0
3,1,target,174,174,(2;3;2),WS 2 (Port 2),25,135,135.0,30.0 + 40.0 + 30.0 + 10.0
4,1,return,174,174,WS 2 (Port 2),(1;0;0),137,275,275.0,30.0 + 78.0 + 30.0
5,2,target,189,189,(0;5;0),WS 2 (Port 3),25,135,135.0,30.0 + 40.0 + 30.0 + 10.0
6,2,return,189,189,WS 2 (Port 3),(1;1;2),137,222,222.0,30.0 + 25.0 + 30.0
7,2,target,239,239,(5;10;3),WS 2 (Port 1),287,447,447.0,30.0 + 90.0 + 30.0 + 10.0
8,0,return,239,239,WS 2 (Port 1),(1;1;1),449,534,534.0,30.0 + 25.0 + 30.0
9,1,target,274,274,(3;8;1),WS 2 (Port 2),325,465,465.0,30.0 + 70.0 + 30.0 + 10.0
10,1,return,274,274,WS 2 (Port 2),(1;1;0),467,564,564.0,30.0 + 37.0 + 30.0
11,2,target,302,302,(0;2;5),WS 2 (Port 1),462,557,557.0,30.0 + 25.0 + 30.0 + 10.0
12,0,return,302,302,WS 2 (Port 1),(2;0;0),559,644,644.0,30.0 + 25.0 + 30.0
13,1,target,316,316,(1;7;0),WS 2 (Port 1),594,719,719.0,30.0 + 55.0 + 30.0 + 10.0
14,0,return,316,316,WS 2 (Port 1),(0;3;2),721,811,811.0,30.0 + 30.0 + 30.0
15,2,target,373,373,(0;6;7),WS 2 (Port 2),592,707,707.0,30.0 + 45.0 + 30.0 + 10.0
16,1,return,373,373,WS 2 (Port 2),(0;3;1),709,841,841.0,30.0 + 72.0 + 30.0
17,2,target,3,3,(2;5;2),WS 2 (Port 1),747,867,867.0,30.0 + 50.0 + 30.0 + 10.0
18,0,return,3,3,WS 2 (Port 1),(0;3;0),869,959,959.0,30.0 + 30.0 + 30.0
19,1,target,8,8,(0;2;6),WS 2 (Port 1),846,941,941.0,30.0 + 25.0 + 30.0 + 10.0
20,1,return,8,8,WS 2 (Port 1),(0;2;6),943,1028,1028.0,30.0 + 25.0 + 30.0
21,2,target,13,13,(3;0;0),WS 2 (Port 1),887,987,987.0,30.0 + 30.0 + 30.0 + 10.0
22,0,return,13,13,WS 2 (Port 1),(0;2;5),991,1076,1076.0,30.0 + 25.0 + 30.0
23,2,target,44,44,(2;1;2),WS 2 (Port 1),1007,1107,1107.0,30.0 + 30.0 + 30.0 + 10.0
24,0,return,44,44,WS 2 (Port 1),(0;2;4),1115,1200,1200.0,30.0 + 25.0 + 30.0
