mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,79,79,(2;0;1),WS 2 (Port 1),10,105,105.0,30.0 + 25.0 + 30.0 + 10.0
2,0,return,79,79,WS 2 (Port 1),(1;0;1),125,205,205.0,30.0 + 20.0 + 30.0
3,1,target,52,52,(0;3;3),WS 2 (Port 2),15,115,115.0,30.0 + 30.0 + 30.0 + 10.0
4,1,return,52,52,WS 2 (Port 2),(1;0;0),123,235,235.0,30.0 + 52.0 + 30.0
5,2,target,273,273,(3;10;0),WS 2 (Port 1),65,215,215.0,30.0 + 80.0 + 30.0 + 10.0
6,2,return,273,273,WS 2 (Port 1),(0;2;4),219,304,304.0,30.0 + 25.0 + 30.0
7,0,target,392,392,(1;10;0),WS 2 (Port 1),255,395,395.0,30.0 + 70.0 + 30.0 + 10.0
8,0,return,392,392,WS 2 (Port 1),(0;2;3),403,488,488.0,30.0 + 25.0 + 30.0
9,1,target,275,275,(0;4;0),WS 2 (Port 2),260,365,365.0,30.0 + 35.0 + 30.0 + 10.0
10,1,return,275,275,WS 2 (Port 2),(0;2;2),371,518,518.0,30.0 + 87.0 + 30.0
