mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,79,79,(1;7;2),WS 2 (Port 1),40,165,165.0,30.0 + 55.0 + 30.0 + 10.0
2,0,return,79,79,WS 2 (Port 1),(0;0;5),177,252,252.0,30.0 + 15.0 + 30.0
3,1,reshuffle,378,119,(5;6;0),(0;0;4),55,282,282.0,30.0 + 167.0 + 30.0
4,2,reshuffle,221,119,(5;6;1),(0;0;3),85,312,312.0,30.0 + 167.0 + 30.0
5,0,reshuffle,166,119,(5;6;2),(0;0;2),307,422,422.0,30.0 + 55.0 + 30.0
6,1,reshuffle,152,119,(5;6;3),(0;0;1),337,452,452.0,30.0 + 55.0 + 30.0
7,2,target,119,119,(5;6;4),WS 2 (Port 1),367,507,507.0,30.0 + 70.0 + 30.0 + 10.0
8,0,return,119,119,WS 2 (Port 1),(0;0;0),519,594,594.0,30.0 + 15.0 + 30.0
9,1,reshuffle,393,134,(4;10;1),(0;1;5),522,647,647.0,30.0 + 65.0 + 30.0
10,2,reshuffle,327,134,(4;10;2),(0;1;4),582,707,707.0,30.0 + 65.0 + 30.0
11,0,reshuffle,236,134,(4;10;3),(0;1;3),664,789,789.0,30.0 + 65.0 + 30.0
12,1,reshuffle,181,134,(4;10;4),(0;1;2),712,837,837.0,30.0 + 65.0 + 30.0
13,2,target,134,134,(4;10;5),WS 1 (Port 1),772,922,922.0,30.0 + 80.0 + 30.0 + 10.0
14,0,return,134,134,WS 1 (Port 1),(0;1;1),950,1025,1025.0,30.0 + 15.0 + 30.0
15,1,reshuffle,65,197,(2;4;2),(0;1;0),862,1055,1055.0,30.0 + 133.0 + 30.0
16,2,reshuffle,43,197,(2;4;3),(0;2;5),952,1032,1032.0,30.0 + 20.0 + 30.0
17,0,reshuffle,12,197,(2;4;4),(0;2;4),1050,1130,1130.0,30.0 + 20.0 + 30.0
18,1,reshuffle,343,197,(2;4;5),(0;2;3),1080,1160,1160.0,30.0 + 20.0 + 30.0
19,2,target,197,197,(2;4;6),WS 1 (Port 1),1110,1220,1220.0,30.0 + 40.0 + 30.0 + 10.0
20,0,return,197,197,WS 1 (Port 1),(1;0;1),1244,1319,1319.0,30.0 + 15.0 + 30.0
