mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,61,8,(2;0;2),(0;0;5),10,80,80.0,30.0 + 10.0 + 30.0
2,1,reshuffle,39,8,(2;0;3),(0;0;4),40,110,110.0,30.0 + 10.0 + 30.0
3,2,target,8,8,(2;0;4),WS 2 (Port 1),70,165,165.0,30.0 + 25.0 + 30.0 + 10.0
4,0,return,8,8,WS 2 (Port 1),(0;0;3),167,242,242.0,30.0 + 15.0 + 30.0
5,1,reshuffle,339,193,(2;0;5),(0;0;2),120,272,272.0,30.0 + 92.0 + 30.0
6,2,target,193,193,(2;0;6),WS 2 (Port 1),180,275,275.0,30.0 + 25.0 + 30.0 + 10.0
7,0,return,193,193,WS 2 (Port 1),(0;0;1),305,380,380.0,30.0 + 15.0 + 30.0
8,1,reshuffle,34,3,(3;6;1),(0;0;0),317,422,422.0,30.0 + 45.0 + 30.0
9,2,target,3,3,(3;6;2),WS 2 (Port 1),347,477,477.0,30.0 + 60.0 + 30.0 + 10.0
10,0,return,3,3,WS 2 (Port 1),(0;1;5),493,573,573.0,30.0 + 20.0 + 30.0
11,1,reshuffle,73,20,(1;1;2),(0;1;4),432,603,603.0,30.0 + 111.0 + 30.0
12,2,reshuffle,51,20,(1;1;3),(0;1;3),492,633,633.0,30.0 + 81.0 + 30.0
13,0,target,20,20,(1;1;4),WS 2 (Port 1),578,673,673.0,30.0 + 25.0 + 30.0 + 10.0
14,0,return,20,20,WS 2 (Port 1),(0;1;2),685,765,765.0,30.0 + 20.0 + 30.0
15,1,reshuffle,377,118,(5;5;0),(0;1;1),648,795,795.0,30.0 + 87.0 + 30.0
16,2,reshuffle,220,118,(5;5;1),(0;1;0),678,825,825.0,30.0 + 87.0 + 30.0
17,0,reshuffle,165,118,(5;5;2),(0;2;5),810,910,910.0,30.0 + 40.0 + 30.0
18,1,reshuffle,151,118,(5;5;3),(0;2;4),840,940,940.0,30.0 + 40.0 + 30.0
19,2,target,118,118,(5;5;4),WS 2 (Port 1),870,1005,1005.0,30.0 + 65.0 + 30.0 + 10.0
20,0,return,118,118,WS 2 (Port 1),(1;0;1),1013,1093,1093.0,30.0 + 20.0 + 30.0
