mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,56,56,(0;0;0),WS 2 (Port 1),0,85,85.0,30.0 + 15.0 + 30.0 + 10.0
2,0,return,56,56,WS 2 (Port 1),(1;0;1),87,167,167.0,30.0 + 20.0 + 30.0
3,1,target,301,301,(3;2;2),WS 2 (Port 1),25,135,135.0,30.0 + 40.0 + 30.0 + 10.0
4,1,return,301,301,WS 2 (Port 1),(1;0;0),177,257,257.0,30.0 + 20.0 + 30.0
5,2,target,40,40,(1;1;3),WS 2 (Port 2),10,105,105.0,30.0 + 25.0 + 30.0 + 10.0
6,2,return,40,40,WS 2 (Port 2),(0;2;4),107,192,192.0,30.0 + 25.0 + 30.0
7,0,target,275,275,(0;4;0),WS 2 (Port 1),192,297,297.0,30.0 + 35.0 + 30.0 + 10.0
8,0,return,275,275,WS 2 (Port 1),(0;2;3),299,384,384.0,30.0 + 25.0 + 30.0
9,2,target,262,262,(0;0;1),WS 2 (Port 2),202,287,287.0,30.0 + 15.0 + 30.0 + 10.0
10,1,return,262,262,WS 2 (Port 2),(0;0;1),289,364,364.0,30.0 + 15.0 + 30.0
