mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,174,263,(2;3;2),(0;2;4),25,100,100.0,30.0 + 15.0 + 30.0
2,1,reshuffle,349,263,(2;3;3),(0;2;3),55,130,130.0,30.0 + 15.0 + 30.0
3,2,reshuffle,33,263,(2;3;4),(0;2;2),85,160,160.0,30.0 + 15.0 + 30.0
4,0,target,263,263,(2;3;5),WS 1 (Port 1),115,220,220.0,30.0 + 35.0 + 30.0 + 10.0
5,0,return,263,263,WS 1 (Port 1),(1;0;1),252,327,327.0,30.0 + 15.0 + 30.0
6,1,target,275,275,(0;4;0),WS 1 (Port 2),140,240,240.0,30.0 + 30.0 + 30.0 + 10.0
7,1,return,275,275,WS 1 (Port 2),(1;0;0),242,357,357.0,30.0 + 55.0 + 30.0
8,2,target,279,279,(4;9;0),WS 1 (Port 1),215,360,360.0,30.0 + 75.0 + 30.0 + 10.0
9,0,return,279,279,WS 1 (Port 1),(0;2;1),370,450,450.0,30.0 + 20.0 + 30.0
10,1,target,273,273,(3;10;0),WS 1 (Port 1),417,562,562.0,30.0 + 75.0 + 30.0 + 10.0
11,0,return,273,273,WS 1 (Port 1),(0;2;0),590,670,670.0,30.0 + 20.0 + 30.0
12,2,target,87,87,(4;3;0),WS 1 (Port 2),395,510,510.0,30.0 + 45.0 + 30.0 + 10.0
13,2,return,87,87,WS 1 (Port 2),(1;1;2),526,606,606.0,30.0 + 20.0 + 30.0
