mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,150,35,(1;4;0),(0;2;4),25,100,100.0,30.0 + 15.0 + 30.0
2,1,target,35,35,(1;4;1),WS 1 (Port 1),55,160,160.0,30.0 + 35.0 + 30.0 + 10.0
3,0,return,35,35,WS 1 (Port 1),(1;0;1),176,251,251.0,30.0 + 15.0 + 30.0
4,2,target,56,56,(0;0;0),WS 2 (Port 1),0,85,85.0,30.0 + 15.0 + 30.0 + 10.0
5,2,return,56,56,WS 2 (Port 1),(0;0;0),91,166,166.0,30.0 + 15.0 + 30.0
6,1,target,110,110,(3;3;2),WS 2 (Port 1),190,305,305.0,30.0 + 45.0 + 30.0 + 10.0
7,0,return,110,110,WS 2 (Port 1),(1;0;0),307,387,387.0,30.0 + 20.0 + 30.0
8,2,target,112,112,(3;9;0),WS 2 (Port 1),226,371,371.0,30.0 + 75.0 + 30.0 + 10.0
9,1,return,112,112,WS 2 (Port 1),(0;2;3),373,458,458.0,30.0 + 25.0 + 30.0
10,2,target,172,172,(2;7;1),WS 2 (Port 1),421,551,551.0,30.0 + 60.0 + 30.0 + 10.0
11,0,return,172,172,WS 2 (Port 1),(0;2;2),553,638,638.0,30.0 + 25.0 + 30.0
12,1,target,174,174,(2;3;2),WS 2 (Port 2),473,583,583.0,30.0 + 40.0 + 30.0 + 10.0
13,1,return,174,174,WS 2 (Port 2),(0;2;1),585,670,670.0,30.0 + 25.0 + 30.0
14,2,target,189,189,(0;5;0),WS 2 (Port 1),581,691,691.0,30.0 + 40.0 + 30.0 + 10.0
15,0,return,189,189,WS 2 (Port 1),(0;2;0),693,778,778.0,30.0 + 25.0 + 30.0
16,1,target,274,274,(3;8;1),WS 2 (Port 1),715,855,855.0,30.0 + 70.0 + 30.0 + 10.0
17,0,return,274,274,WS 2 (Port 1),(1;1;2),857,942,942.0,30.0 + 25.0 + 30.0
18,2,target,386,386,(1;2;4),WS 2 (Port 2),711,811,811.0,30.0 + 30.0 + 30.0 + 10.0
19,1,return,386,386,WS 2 (Port 2),(1;1;1),845,972,972.0,30.0 + 67.0 + 30.0
20,2,target,83,83,(2;6;1),WS 1 (Port 1),856,976,976.0,30.0 + 50.0 + 30.0 + 10.0
21,0,return,83,83,WS 1 (Port 1),(1;1;0),984,1064,1064.0,30.0 + 20.0 + 30.0
22,1,target,286,286,(0;9;5),WS 1 (Port 1),1017,1142,1142.0,30.0 + 55.0 + 30.0 + 10.0
23,0,return,286,286,WS 1 (Port 1),(2;0;0),1148,1228,1228.0,30.0 + 20.0 + 30.0
