mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,142,142,(3;1;4),WS 1 (Port 1),20,120,120.0,30.0 + 30.0 + 30.0 + 10.0
2,0,return,142,142,WS 1 (Port 1),(1;0;1),128,203,203.0,30.0 + 15.0 + 30.0
3,1,target,275,275,(0;4;0),WS 1 (Port 2),20,120,120.0,30.0 + 30.0 + 30.0 + 10.0
4,1,return,275,275,WS 1 (Port 2),(1;0;0),140,233,233.0,30.0 + 33.0 + 30.0
5,2,target,332,332,(4;4;4),WS 1 (Port 3),40,160,160.0,30.0 + 50.0 + 30.0 + 10.0
6,2,return,332,332,WS 1 (Port 3),(0;2;4),166,246,246.0,30.0 + 20.0 + 30.0
7,0,target,27,27,(5;3;0),WS 1 (Port 1),238,358,358.0,30.0 + 50.0 + 30.0 + 10.0
8,0,return,27,27,WS 1 (Port 1),(0;2;3),382,462,462.0,30.0 + 20.0 + 30.0
9,1,target,101,101,(1;8;1),WS 1 (Port 2),273,398,398.0,30.0 + 55.0 + 30.0 + 10.0
10,1,return,101,101,WS 1 (Port 2),(0;2;2),414,494,494.0,30.0 + 20.0 + 30.0
11,2,target,273,273,(3;10;0),WS 1 (Port 1),301,446,446.0,30.0 + 75.0 + 30.0 + 10.0
12,2,return,273,273,WS 1 (Port 1),(0;2;1),450,530,530.0,30.0 + 20.0 + 30.0
