mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,51,228,(5;0;2),(0;2;4),25,120,120.0,30.0 + 35.0 + 30.0
2,1,target,228,228,(5;0;3),WS 2 (Port 1),55,165,165.0,30.0 + 40.0 + 30.0 + 10.0
3,0,return,228,228,WS 2 (Port 1),(1;0;1),169,249,249.0,30.0 + 20.0 + 30.0
4,2,target,112,112,(3;9;0),WS 2 (Port 2),60,205,205.0,30.0 + 75.0 + 30.0 + 10.0
5,1,return,112,112,WS 2 (Port 2),(1;0;0),207,287,287.0,30.0 + 20.0 + 30.0
6,2,target,110,110,(3;3;2),WS 2 (Port 1),240,355,355.0,30.0 + 45.0 + 30.0 + 10.0
7,0,return,110,110,WS 2 (Port 1),(0;2;3),357,442,442.0,30.0 + 25.0 + 30.0
8,1,target,135,135,(5;6;1),WS 2 (Port 1),337,477,477.0,30.0 + 70.0 + 30.0 + 10.0
9,0,return,135,135,WS 2 (Port 1),(0;2;2),493,578,578.0,30.0 + 25.0 + 30.0
10,2,target,174,174,(2;3;2),WS 2 (Port 2),385,495,495.0,30.0 + 40.0 + 30.0 + 10.0
11,1,return,174,174,WS 2 (Port 2),(0;2;1),497,608,608.0,30.0 + 51.0 + 30.0
