mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,3,3,(2;5;2),WS 1 (Port 1),35,150,150.0,30.0 + 45.0 + 30.0 + 10.0
2,0,return,3,3,WS 1 (Port 1),(1;0;1),158,233,233.0,30.0 + 15.0 + 30.0
3,1,reshuffle,52,103,(0;3;3),(0;2;4),15,80,80.0,30.0 + 5.0 + 30.0
4,2,reshuffle,371,103,(0;3;4),(0;2;3),45,110,110.0,30.0 + 5.0 + 30.0
5,1,reshuffle,146,103,(0;3;5),(0;2;2),85,150,150.0,30.0 + 5.0 + 30.0
6,2,target,103,103,(0;3;6),WS 1 (Port 1),115,210,210.0,30.0 + 25.0 + 30.0 + 10.0
7,1,return,103,103,WS 1 (Port 1),(1;0;0),218,293,293.0,30.0 + 15.0 + 30.0
8,2,reshuffle,23,145,(4;5;0),(0;2;1),255,350,350.0,30.0 + 35.0 + 30.0
9,0,reshuffle,205,145,(4;5;1),(0;2;0),285,380,380.0,30.0 + 35.0 + 30.0
10,1,reshuffle,358,145,(4;5;2),(0;3;6),333,423,423.0,30.0 + 30.0 + 30.0
11,2,reshuffle,248,145,(4;5;3),(0;3;5),385,475,475.0,30.0 + 30.0 + 30.0
12,0,target,145,145,(4;5;4),WS 1 (Port 1),415,540,540.0,30.0 + 55.0 + 30.0 + 10.0
13,0,return,145,145,WS 1 (Port 1),(1;1;2),544,624,624.0,30.0 + 20.0 + 30.0
