mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,3,3,(2;5;2),WS 1 (Port 1),35,150,150.0,30.0 + 45.0 + 30.0 + 10.0
2,0,return,3,3,WS 1 (Port 1),(1;0;1),156,231,231.0,30.0 + 15.0 + 30.0
3,1,target,57,57,(4;7;1),WS 1 (Port 2),55,190,190.0,30.0 + 65.0 + 30.0 + 10.0
4,1,return,57,57,WS 1 (Port 2),(1;0;0),196,271,271.0,30.0 + 15.0 + 30.0
5,2,target,87,87,(4;3;0),WS 1 (Port 3),35,150,150.0,30.0 + 45.0 + 30.0 + 10.0
6,2,return,87,87,WS 1 (Port 3),(0;2;4),156,236,236.0,30.0 + 20.0 + 30.0
7,0,target,198,198,(5;4;5),WS 1 (Port 1),271,396,396.0,30.0 + 55.0 + 30.0 + 10.0
8,0,return,198,198,WS 1 (Port 1),(0;2;3),406,486,486.0,30.0 + 20.0 + 30.0
9,2,target,357,357,(3;7;5),WS 1 (Port 2),276,406,406.0,30.0 + 60.0 + 30.0 + 10.0
10,1,return,357,357,WS 1 (Port 2),(0;2;2),408,516,516.0,30.0 + 48.0 + 30.0
