mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,22,22,(5;1;4),WS 2 (Port 1),30,145,145.0,30.0 + 45.0 + 30.0 + 10.0
2,0,return,22,22,WS 2 (Port 1),(1;0;1),149,229,229.0,30.0 + 20.0 + 30.0
3,1,target,52,52,(0;3;3),WS 2 (Port 2),15,115,115.0,30.0 + 30.0 + 30.0 + 10.0
4,1,return,52,52,WS 2 (Port 2),(1;0;0),123,259,259.0,30.0 + 76.0 + 30.0
5,2,target,71,71,(2;10;5),WS 2 (Port 1),60,205,205.0,30.0 + 75.0 + 30.0 + 10.0
6,2,return,71,71,WS 2 (Port 1),(1;1;2),213,298,298.0,30.0 + 25.0 + 30.0
7,0,target,198,198,(5;4;5),WS 2 (Port 1),269,399,399.0,30.0 + 60.0 + 30.0 + 10.0
8,0,return,198,198,WS 2 (Port 1),(1;1;1),407,492,492.0,30.0 + 25.0 + 30.0
9,1,target,273,273,(3;10;0),WS 2 (Port 1),319,469,469.0,30.0 + 80.0 + 30.0 + 10.0
10,1,return,273,273,WS 2 (Port 1),(1;1;0),477,562,562.0,30.0 + 25.0 + 30.0
11,2,target,302,302,(0;2;5),WS 2 (Port 2),308,403,403.0,30.0 + 25.0 + 30.0 + 10.0
12,2,return,302,302,WS 2 (Port 2),(0;2;5),411,496,496.0,30.0 + 25.0 + 30.0
13,0,target,392,392,(1;10;0),WS 2 (Port 1),537,677,677.0,30.0 + 70.0 + 30.0 + 10.0
14,0,return,392,392,WS 2 (Port 1),(0;2;4),685,770,770.0,30.0 + 25.0 + 30.0
