mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,47,47,(1;6;5),WS 2 (Port 1),35,155,155.0,30.0 + 50.0 + 30.0 + 10.0
2,0,return,47,47,WS 2 (Port 1),(1;0;1),173,253,253.0,30.0 + 20.0 + 30.0
3,1,target,114,114,(4;10;1),WS 2 (Port 1),70,225,225.0,30.0 + 85.0 + 30.0 + 10.0
4,0,return,114,114,WS 2 (Port 1),(1;0;0),321,401,401.0,30.0 + 20.0 + 30.0
5,2,target,135,135,(5;6;1),WS 2 (Port 2),55,195,195.0,30.0 + 70.0 + 30.0 + 10.0
6,1,return,135,135,WS 2 (Port 2),(0;2;4),261,346,346.0,30.0 + 25.0 + 30.0
7,2,target,183,183,(3;5;2),WS 2 (Port 1),240,365,365.0,30.0 + 55.0 + 30.0 + 10.0
8,1,return,183,183,WS 2 (Port 1),(0;2;3),395,480,480.0,30.0 + 25.0 + 30.0
9,2,target,255,255,(0;1;0),WS 2 (Port 1),375,465,465.0,30.0 + 20.0 + 30.0 + 10.0
10,0,return,255,255,WS 2 (Port 1),(0;1;0),563,643,643.0,30.0 + 20.0 + 30.0
