mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,7,172,(5;3;0),(0;0;7),40,140,140.0,30.0 + 40.0 + 30.0
2,1,target,172,172,(5;3;1),WS 2 (Port 1),70,195,195.0,30.0 + 55.0 + 30.0 + 10.0
3,0,return,172,172,WS 2 (Port 1),(0;0;6),275,350,350.0,30.0 + 15.0 + 30.0
4,1,reshuffle,30,52,(2;2;1),(0;0;5),220,380,380.0,30.0 + 100.0 + 30.0
5,2,target,52,52,(2;2;2),WS 2 (Port 1),250,355,355.0,30.0 + 35.0 + 30.0 + 10.0
6,0,return,52,52,WS 2 (Port 1),(0;0;4),427,502,502.0,30.0 + 15.0 + 30.0
7,1,reshuffle,31,53,(2;1;1),(0;0;3),395,532,532.0,30.0 + 77.0 + 30.0
8,2,target,53,53,(2;1;2),WS 2 (Port 1),425,525,525.0,30.0 + 30.0 + 30.0 + 10.0
9,0,return,53,53,WS 2 (Port 1),(0;0;2),597,672,672.0,30.0 + 15.0 + 30.0
10,1,reshuffle,32,54,(2;0;1),(0;0;1),542,702,702.0,30.0 + 100.0 + 30.0
11,2,target,54,54,(2;0;2),WS 2 (Port 1),572,667,667.0,30.0 + 25.0 + 30.0 + 10.0
12,0,return,54,54,WS 2 (Port 1),(0;0;0),739,814,814.0,30.0 + 15.0 + 30.0
13,2,reshuffle,11,55,(1;10;1),(0;1;7),727,837,837.0,30.0 + 50.0 + 30.0
14,1,reshuffle,33,55,(1;10;2),(0;1;6),757,867,867.0,30.0 + 50.0 + 30.0
15,0,target,55,55,(1;10;3),WS 2 (Port 1),869,1009,1009.0,30.0 + 70.0 + 30.0 + 10.0
16,0,return,55,55,WS 2 (Port 1),(0;1;5),1081,1161,1161.0,30.0 + 20.0 + 30.0
17,1,reshuffle,12,56,(1;9;1),(0;1;4),912,1191,1191.0,30.0 + 219.0 + 30.0
18,2,reshuffle,34,56,(1;9;2),(0;1;3),942,1221,1221.0,30.0 + 219.0 + 30.0
19,0,target,56,56,(1;9;3),WS 2 (Port 1),1206,1341,1341.0,30.0 + 65.0 + 30.0 + 10.0
20,0,return,56,56,WS 2 (Port 1),(0;1;2),1373,1453,1453.0,30.0 + 20.0 + 30.0
